Date/Time Reported,Date/Time Occurred,Location,Incident,CAD #,Report #,Disposition
2/23/2023 8:44,02/23/2023 08:44 am - 02/23/2023 09:08 am,North Perimeter Road,TRAFFIC COLLISION - Injury Traffic Collision,,230218,Closed
2/23/2023 8:44,,Clyde P. Fisher Science Hall,TRAFFIC COLLISION - Traffic Collision/Unknown Injury,23-02-23-002498,230218,REPORT TAKEN
2/23/2023 7:31,,Grand Avenue Parking Structure,ALARM - Fire Alarm,23-02-23-002496,,TURNED OVER TO FACILITY SVS
2/23/2023 6:38,,University House Area,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-23-002489,,GONE ON ARRIVAL/UNABLE TO LOCATE
2/23/2023 6:15,,Grand Avenue Parking Structure,ALARM - Audible Alarm,23-02-23-002487,,TURNED OVER TO FACILITY SVS
2/23/2023 1:57,,Yosemite Tower 4,EXTORTION - EXTORTION/BLACKMAIL,23-02-23-002486,,COMPLETED- NO REPORT
2/23/2023 0:24,,Administration,ALARM - Burglary Alarm,23-02-23-002485,,CALLED PRIOR
2/22/2023 23:41,,California Boulevard,VEHICLE - Vehicle Stop,23-02-22-002484,,CLEARED BY CITATION
2/22/2023 23:29,,Poly Canyon Village Area,PATROL ACTIVITY - Patrol Check,23-02-22-002483,,IN SERVICE
2/22/2023 23:04,,North Perimeter Road,VEHICLE - Vehicle Stop,23-02-22-002482,,CLEARED BY CITATION
2/22/2023 22:47,,Inner Perimeter,PATROL ACTIVITY - Patrol Check,23-02-22-002479,,IN SERVICE
2/22/2023 22:17,,Muir Hall,ALARM - Fire Alarm,23-02-22-002478,,False/Mechanical
2/22/2023 20:22,,Vista Caballo,CITIZEN ASSIST - Attempt to Locate/Contact (specify),23-02-22-002473,,COMPLETED- NO REPORT
2/22/2023 19:15,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-22-002470,,False/Cooking related
2/22/2023 18:42,,Engineering West,TRESPASS - Trespass report,23-02-22-002467,,COMPLETED- NO REPORT
2/22/2023 18:04,,Tenaya Hall,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-22-002466,230217,COMPLETED- NO REPORT
2/22/2023 15:21,02/22/2023 01:30 pm - 02/22/2023 03:10 pm,Dairy Science Unit,MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230216,Closed
2/22/2023 15:21,,Dairy Science Unit,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-02-22-002456,230216,REPORT TAKEN
2/22/2023 15:00,,Subway,PROPERTY - Found Property report,23-02-22-002453,,HELD IN DISPATCH
2/22/2023 14:40,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-22-002451,,False/Cooking related
2/22/2023 13:55,,H-12 Parking Lot,PARKING - Parking Violation,23-02-22-002448,,COMPLETED- NO REPORT
2/22/2023 11:11,,Muir Hall,ALARM - Fire Alarm,23-02-22-002442,,CALLED PRIOR
2/22/2023 10:54,,Pcv Estrella,ALARM - Fire Alarm,23-02-22-002441,,CALLED PRIOR
2/22/2023 10:34,03/07/2016 12:00 am - 02/22/2023 12:00 am,Unknown On-campus,PROPERTY - Lost Property,,230215,Closed
2/22/2023 10:34,,Unknown On-campus,PROPERTY - Lost Property,23-02-22-002440,230215,REPORT TAKEN
2/22/2023 5:51,,Spanos Stadium,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-22-002429,,OTHER
2/22/2023 5:46,,Center For Science,ALARM - Fire Alarm,23-02-22-002428,,CALLED PRIOR
2/22/2023 0:25,,Mt Bishop Warehouse,PATROL ACTIVITY - Foot Patrol,23-02-22-002427,,IN SERVICE
2/22/2023 0:19,,Village Drive,VEHICLE - Vehicle Stop,23-02-22-002426,,DRIVER WARNED/ADVISED
2/22/2023 0:11,,Cerro Vista  Romauldo,ALARM - Fire Alarm,23-02-22-002425,,False/Cooking related
2/21/2023 23:49,,Village Drive,VEHICLE - Vehicle Stop,23-02-21-002424,,DRIVER WARNED/ADVISED
2/21/2023 23:37,,Kennedy Library,ALARM - Burglary Alarm,23-02-21-002423,,CALLED PRIOR
2/21/2023 23:21,,Yak?ityutyu - A,ALARM - Fire Alarm,23-02-21-002422,,False/Cooking related
2/21/2023 22:58,,Pcv Dover,ALARM - Fire Alarm,23-02-21-002420,,False/Cooking related
2/21/2023 22:52,,Heron Hall,ALARM - Burglary Alarm,23-02-21-002419,,SECURE/UNKNOWN
2/21/2023 20:51,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-02-21-002417,,IN SERVICE
2/21/2023 20:10,,,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-21-002416,,TURNED OVER TO SLPD
2/21/2023 17:37,,Orfalea Business Building,PARKING - Parking Violation,23-02-21-002409,,COMPLETED- NO REPORT
2/21/2023 17:15,,Santa Lucia Hall,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-21-002406,,COMPLETED- NO REPORT
2/21/2023 16:50,,North Perimeter Road,TRAFFIC - Traffic Hazard,23-02-21-002404,,COMPLETED- NO REPORT
2/21/2023 16:46,12/1/2022 0:00,Unknown On-campus,PROPERTY - Lost Property,,230214,Closed
2/21/2023 16:46,,Unknown On-campus,PROPERTY - Lost Property,23-02-21-002402,230214,REPORT TAKEN
2/21/2023 16:13,,Yosemite Tower 0,ALARM - Fire Alarm,23-02-21-002400,,False/Cooking related
2/21/2023 15:06,,Walter F. Dexter Building,ALARM - Fire Alarm,23-02-21-002399,,CALLED PRIOR
2/21/2023 14:30,,H-1 Parking Lot,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-21-002397,,COMPLETED- NO REPORT
2/21/2023 14:03,,Muir Hall,ALARM - Fire Alarm,23-02-21-002396,,TURNED OVER TO HOUSING
2/21/2023 14:02,,Tenaya Hall,ALARM - Fire Alarm,23-02-21-002395,,TURNED OVER TO HOUSING
2/21/2023 13:40,,Pcv Corralitos,ALARM - Fire Alarm,23-02-21-002394,,False/Cooking related
2/21/2023 13:08,,Cerro Vista  Islay,ALARM - Fire Alarm,23-02-21-002393,,False/Cooking related
2/21/2023 13:00,,Communications Services Storage,ALARM - Burglary Alarm,23-02-21-002392,,CALLED PRIOR
2/21/2023 12:45,,Fremont Hall,VANDALISM - Malicious Mischief report,23-02-21-002389,,COMPLETED- NO REPORT
2/21/2023 11:10,,Truckee Road,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-21-002387,,COMPLETED- NO REPORT
2/21/2023 10:41,,Robert A. Mott Physical Education,MEDICAL - Medical Aid,23-02-21-002386,,COMPLETED- NO REPORT
2/21/2023 9:39,,Baseball Stadium,OTHER OFFENSE - Other Offense,23-02-21-002385,,COMPLETED- NO REPORT
2/21/2023 9:04,,Kennedy Library,PATROL ACTIVITY - Patrol Check,23-02-21-002384,,IN SERVICE
2/21/2023 7:34,02/21/2023 07:34 am - 02/21/2023 07:59 am,Fremont Hall,MEDICAL - Medical Aid,,230213,Closed
2/21/2023 7:34,,Fremont Hall,MEDICAL - Medical Aid,23-02-21-002381,230213,REPORT TAKEN
2/21/2023 2:52,,Trinity Hall,ALARM - Fire Alarm,23-02-21-002377,,TURNED OVER TO FACILITY SVS
2/21/2023 0:55,02/21/2023 12:55 am - 02/21/2023 01:14 am,Sequoia Hall,MEDICAL - Medical Aid,,230212,Closed
2/21/2023 0:55,,Sequoia Hall,MEDICAL - Medical Aid,23-02-21-002376,230212,REPORT TAKEN
2/20/2023 20:21,,Recreation Center,ALARM - Fire Alarm,23-02-20-002372,,TURNED OVER TO FACILITY SVS
2/20/2023 20:00,,Performing Arts Center,CITIZEN ASSIST - Public Assist (specify),23-02-20-002371,,TURNED OVER TO FACILITY SVS
2/20/2023 19:30,,Yak?ityutyu - E,ALARM - Elevator Emergency/Alarm,23-02-20-002368,,COMPLETED- NO REPORT
2/20/2023 19:20,,Muir Hall,ALARM - Fire Alarm,23-02-20-002367,,TURNED OVER TO ENGINEERING SVS
2/20/2023 19:12,,Off Campus - 550 Dana,ASSIST - Assist Other Agency,23-02-20-002365,,COMPLETED- NO REPORT
2/20/2023 18:37,,Architecture & Environmental Design,CAMPUS ADMINISTRATIVE POLICY - CAMPUS ADMINIISTRATIVE POLICY VIOLATION,23-02-20-002363,,COMPLETED- NO REPORT
2/20/2023 18:29,,Pcv Huasna,ALARM - Fire Alarm,23-02-20-002361,,False/Cooking related
2/20/2023 17:03,,Village Drive Parking Structure,ANIMAL - Animal Call,23-02-20-002358,,GONE ON ARRIVAL/UNABLE TO LOCATE
2/20/2023 16:37,,Clyde P. Fisher Science Hall,CITIZEN ASSIST - Public Assist (specify),23-02-20-002357,,COMPLETED- NO REPORT
2/20/2023 16:11,,Canyon Circle Parking Structure,ALARM - Elevator Emergency/Alarm,23-02-20-002356,,COMPLETED- NO REPORT
2/20/2023 16:07,,Cerro Vista  Cabrillo,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-20-002355,,COMPLETED- NO REPORT
2/20/2023 15:25,,Cerro Vista  Islay,ALARM - Elevator Emergency/Alarm,23-02-20-002353,,COMPLETED- NO REPORT
2/20/2023 15:11,,Yak?ityutyu - F,ALARM - Elevator Emergency/Alarm,23-02-20-002352,,COMPLETED- NO REPORT
2/20/2023 14:34,02/19/2023 04:00 pm - 02/20/2023 12:00 pm,Sequoia Hall,VANDALISM - Vandalism - Less Than $400,,230211,
2/20/2023 14:34,,Sequoia Hall,VANDALISM - Malicious Mischief report,23-02-20-002351,230211,REPORT TAKEN
2/20/2023 14:26,02/20/2023 07:00 am - 02/20/2023 02:26 pm,Kennedy Library,VANDALISM - Vandalism - Less Than $400,,230210,Closed
2/20/2023 14:26,,Kennedy Library,VANDALISM - Malicious Mischief report,23-02-20-002350,230210,REPORT TAKEN
2/20/2023 13:46,,Tenaya Hall Area,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-20-002349,,COMPLETED- NO REPORT
2/20/2023 11:43,,Yak?ityutyu - A,ALARM - Fire Alarm,23-02-20-002346,,False/Cooking related
2/20/2023 11:36,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-20-002345,230208,UNFOUNDED
2/20/2023 10:42,,Muir Hall,ALARM - Fire Alarm,23-02-20-002343,,False/Cooking related
2/20/2023 9:48,,Muir Hall,ALARM - Fire Alarm,23-02-20-002342,,TURNED OVER TO HOUSING
2/20/2023 8:51,02/17/2023 04:00 pm - 02/20/2023 08:30 am,Health & Wellbeing Center,VANDALISM - Vandalism - Less Than $400 // VANDALISM - Injuring/Tampering w/ Vehicle/Contents,,230206,Closed
2/20/2023 8:51,,Health & Wellbeing Center,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-02-20-002341,230206,REPORT TAKEN
2/20/2023 8:37,,Santa Lucia Hall,VANDALISM - Malicious Mischief report,23-02-20-002340,,Cancelled Event
2/20/2023 8:34,02/19/2023 04:00 pm - 02/20/2023 07:30 am,Fremont Hall,VANDALISM - Vandalism - Less Than $400,,230207,Closed
2/20/2023 8:34,,Fremont Hall,VANDALISM - Malicious Mischief report,23-02-20-002339,230207,REPORT TAKEN
2/20/2023 8:09,,Ytt Parking Structure,PARKING - Parking Violation,23-02-20-002337,,TURNED OVER TO
2/20/2023 6:08,,Orfalea Business Building,CITIZEN ASSIST - Public Assist (specify),23-02-20-002330,,CALLED PRIOR
2/20/2023 1:02,,Cerro Vista  Cabrillo,ALARM - Fire Alarm,23-02-20-002329,,False/Cooking related
2/19/2023 23:56,,Vista Grande Area,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-19-002328,,COMPLETED- NO REPORT
2/19/2023 23:48,,Muir Hall,ALARM - Fire Alarm,23-02-19-002327,,COMPLETED- NO REPORT
2/19/2023 23:21,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-02-19-002326,,SECURE/UNKNOWN
2/19/2023 23:18,,Pcv Corralitos,PROPERTY - Found Property report,23-02-19-002325,,HELD IN DISPATCH
2/19/2023 23:01,,Off Campus - 1236 Monte Vista Ct,DISTURBANCE - Disturbance (specify) In Progress,23-02-19-002324,,TURNED OVER TO SLPD
2/19/2023 22:38,,Pcv Inyo,VANDALISM - Malicious Mischief report,23-02-19-002323,,COMPLETED- NO REPORT
2/19/2023 22:27,,Pcv Huasna,ALARM - Fire Alarm,23-02-19-002322,,False/Cooking related
2/19/2023 22:26,,Cerro Vista  Islay,ALARM - Fire Alarm,23-02-19-002321,,False/Cooking related
2/19/2023 22:14,,Pcv Huasna,VANDALISM - Malicious Mischief report,23-02-19-002320,,COMPLETED- NO REPORT
2/19/2023 20:45,,Yak?ityutyu - E,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-19-002319,,COMPLETED- NO REPORT
2/19/2023 19:56,,Tenaya Hall,ALARM - Fire Alarm,23-02-19-002318,,COMPLETED- NO REPORT
2/19/2023 14:12,,Engineering South,CITIZEN ASSIST - Public Assist (specify),23-02-19-002312,,COMPLETED- NO REPORT
2/19/2023 13:09,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-19-002311,,COMPLETED- NO REPORT
2/19/2023 12:30,02/18/2023 10:00 pm - 02/19/2023 11:00 am,Cerro Vista  Romauldo,VANDALISM - Vandalism - Less Than $400 // MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230205,Closed
2/19/2023 11:57,,Cerro Vista Bishop,LARCENY-THEFT - Theft Report,23-02-19-002310,230205,REPORT TAKEN
2/19/2023 9:27,,Fremont Hall Area,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-19-002307,,False/Human Error
2/19/2023 8:46,,Old Science,CITIZEN ASSIST - Public Assist (specify),23-02-19-002306,,TURNED OVER TO FACILITY SVS
2/19/2023 8:13,,Cal Poly Pier,ALARM - Fire Alarm,23-02-19-002303,,TURNED OVER TO FACILITY SVS
2/19/2023 2:43,,Yak?ityutyu - G,VANDALISM - Malicious Mischief report,23-02-19-002302,,COMPLETED- NO REPORT
2/19/2023 1:21,,Cal Poly Pier,ALARM - Equipment Alarm,23-02-19-002300,,TURNED OVER TO
2/18/2023 23:17,,Yak?ityutyu - G,ALARM - Fire Alarm,23-02-18-002299,,False/Cooking related
2/18/2023 22:43,,Pcv Corralitos,ALARM - Fire Alarm,23-02-18-002298,,False/Cooking related
2/18/2023 22:38,,Engineering Iv,CITIZEN ASSIST - Escort,23-02-18-002297,,COMPLETED- NO REPORT
2/18/2023 21:01,,Center For Science,CITIZEN ASSIST - Escort,23-02-18-002296,,COMPLETED- NO REPORT
2/18/2023 20:50,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-18-002295,,False/Cooking related
2/18/2023 20:21,,Pcv Foxen,ALARM - Fire Alarm,23-02-18-002294,,False/Cooking related
2/18/2023 20:02,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-02-18-002293,,IN SERVICE
2/18/2023 19:45,,Yak?ityutyu - A,ALARM - Fire Alarm,23-02-18-002288,,False/Cooking related
2/18/2023 18:24,,Pcv Huasna,ALARM - Fire Alarm,23-02-18-002285,,False/Cooking related
2/18/2023 18:24,,Muir Hall,ALARM - Fire Alarm,23-02-18-002286,,False/Mechanical
2/18/2023 14:29,,Meat Processing Center,CITIZEN ASSIST - Public Assist (specify),23-02-18-002283,,COMPLETED- NO REPORT
2/18/2023 10:58,,Pcv Corralitos,ALARM - Fire Alarm,23-02-18-002282,,False/Cooking related
2/18/2023 10:54,,Vista Grande,ALARM - Elevator Emergency/Alarm,23-02-18-002281,,COMPLETED- NO REPORT
2/18/2023 8:22,,Chorro Creek Ranch,CITIZEN ASSIST - Public Assist (specify),23-02-18-002277,,COMPLETED- NO REPORT
2/18/2023 8:20,,Old Science,CITIZEN ASSIST - Public Assist (specify),23-02-18-002276,,COMPLETED- NO REPORT
2/18/2023 2:36,,Center For Science Area,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-18-002275,,COMPLETED- NO REPORT
2/18/2023 2:12,02/18/2023 02:12 am - 02/18/2023 02:33 am,Pcv Buena Vista,MEDICAL - Medical Aid // DOCUMENTATION - OSRR Referral,,230204,Closed
2/18/2023 2:12,,Pcv Buena Vista,MEDICAL - Medical Aid,23-02-18-002274,230204,REPORT TAKEN
2/18/2023 1:49,02/18/2023 01:49 am - 02/18/2023 01:51 am,Unknown On-campus,DOCUMENTATION - OSRR Referral,,230203,Closed
2/18/2023 1:49,,Yak?ityutyu - G,PARKING - Parking Violation,23-02-18-002272,230203,REPORT TAKEN
2/18/2023 1:42,,Sierra Madre Tower 4,VANDALISM - Malicious Mischief report,23-02-18-002271,,COMPLETED- NO REPORT
2/18/2023 1:37,,Pcv Estrella,VANDALISM - Malicious Mischief report,23-02-18-002270,,COMPLETED- NO REPORT
2/18/2023 1:05,,Bonderson Engineering,ALARM - Fire Alarm,23-02-18-002269,,False/Mechanical
2/18/2023 0:56,02/18/2023 12:56 am - 02/18/2023 01:27 am,Yak?ityutyu - F,CITIZEN ASSIST - Check The Welfare // DOCUMENTATION - OSRR Referral,,230202,Closed
2/18/2023 0:56,,Yak?ityutyu - F,CITIZEN ASSIST - Check The Welfare,23-02-18-002268,230202,REPORT TAKEN
2/18/2023 0:39,02/17/2023 11:00 pm - 02/18/2023 12:37 am,Fremont Hall,VANDALISM - Vandalism - Less Than $400,,230201,Closed
2/18/2023 0:39,,Fremont Hall,LARCENY-THEFT - Theft Report,23-02-18-002267,230201,REPORT TAKEN
2/18/2023 0:34,,G-2 Parking Lot,DOCUMENTATION - General Incident,23-02-18-002266,,COMPLETED- NO REPORT
2/18/2023 0:22,,Yak?ityutyu ,DISTURBANCE - Disturbing the Peace,23-02-18-002264,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
2/17/2023 23:39,,Sierra Madre Tower 2,ALARM - Fire Alarm,23-02-17-002263,,False/Mechanical
2/17/2023 22:40,,Klamath Road,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-17-002262,,COMPLETED- NO REPORT
2/17/2023 22:33,,Muir Hall,ALARM - Fire Alarm,23-02-17-002261,,False/Cooking related
2/17/2023 22:28,,Tenaya Hall,ALARM - Fire Alarm,23-02-17-002260,,False/Mechanical
2/17/2023 22:16,02/17/2023 10:16 pm - 02/17/2023 10:17 pm,Sierra Madre Hall Area,DOCUMENTATION - General Incident,,230200,Closed
2/17/2023 22:16,,Unknown On-campus,DOCUMENTATION - General Incident,23-02-17-002259,230200,REPORT TAKEN
2/17/2023 21:42,,Cerro Vista  Islay,ALARM - Fire Alarm,23-02-17-002258,,False/Mechanical
2/17/2023 21:14,,Yak?ityutyu - G,ALARM - Elevator Emergency/Alarm,23-02-17-002257,,COMPLETED- NO REPORT
2/17/2023 20:59,,Muir Hall,ALARM - Fire Alarm,23-02-17-002256,,False/Mechanical
2/17/2023 20:31,,Yak?ityutyu - G,ALARM - Elevator Emergency/Alarm,23-02-17-002255,,COMPLETED- NO REPORT
2/17/2023 20:22,,Off Campus - 631 N Santa Rosa St,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-17-002254,,COMPLETED- NO REPORT
2/17/2023 18:29,,Pcv Estrella,ALARM - Fire Alarm,23-02-17-002249,,False/Cooking related
2/17/2023 18:22,,,DISTURBANCE - Disturbance (specify) In Progress,23-02-17-002248,,TURNED OVER TO SLPD
2/17/2023 17:35,,Pcv Corralitos,ALARM - Fire Alarm,23-02-17-002246,,False/Cooking related
2/17/2023 17:30,09/04/2022 07:17 pm - 02/20/2023 07:00 am,Recreation Center,ASSIST - Assist Other Agency,,230209,Closed
2/17/2023 16:36,,,PROPERTY - Lost Property,23-02-17-002244,,COMPLETED- NO REPORT
2/17/2023 14:05,,Pcv Corralitos,ALARM - Fire Alarm,23-02-17-002242,,False/Cooking related
2/17/2023 13:28,02/15/2023 05:00 pm - 02/16/2023 07:00 am,Frank E Pilling Computer Science,MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230199,Closed
2/17/2023 13:27,,Frank E Pilling Computer Science,MOTOR VEHICLE THEFT - 10851 Recovered local/stolen out of area,23-02-17-002241,230199,REPORT TAKEN
2/17/2023 13:14,,Unknown On-campus,MEDICAL - Medical Aid,23-02-17-002240,,COMPLETED- NO REPORT
2/17/2023 13:04,02/16/2023 12:04 pm - 02/17/2023 01:13 pm,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230198,Closed
2/17/2023 13:04,,Trinity Hall,VANDALISM - Malicious Mischief report,23-02-17-002239,230198,REPORT TAKEN
2/17/2023 13:00,,Grand Avenue Parking Structure,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-17-002238,,False/Human Error
2/17/2023 11:51,,Muir Hall,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-17-002236,,COMPLETED- NO REPORT
2/17/2023 11:31,,William & Linda Frost Center For Research & Innovation,ALARM - Elevator Emergency/Alarm,23-02-17-002235,,TURNED OVER TO FACILITY SVS
2/17/2023 11:19,2/17/2023 11:19,Sierra Madre Hall,DOCUMENTATION - Bike Impound,,230197,
2/17/2023 11:19,,Sierra Madre Hall,DOCUMENTATION - Bike Impound,23-02-17-002234,230197,REPORT TAKEN
2/17/2023 10:32,,Meat Processing Center,ALARM - Fire Alarm,23-02-17-002233,,False/Human Error
2/17/2023 9:17,02/16/2023 04:50 pm - 02/17/2023 07:30 am,Natatorium,VANDALISM - Vandalism - Less Than $400 // MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230196,Closed
2/17/2023 9:17,,Natatorium,MOTOR VEHICLE THEFT - 10851 Recovered local/stolen out of area,23-02-17-002227,230196,REPORT TAKEN
2/17/2023 7:47,,Tenaya Hall,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-02-17-002226,,GONE ON ARRIVAL/UNABLE TO LOCATE
2/17/2023 1:53,,Walter F. Dexter Building,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-17-002222,,COMPLETED- NO REPORT
2/17/2023 0:56,02/15/2023 11:00 pm - 02/16/2023 11:39 pm,Fremont Hall,VANDALISM - Vandalism - Less Than $400,,230195,Closed
2/17/2023 0:56,,Fremont Hall,VANDALISM - Malicious Mischief report,23-02-17-002221,230195,REPORT TAKEN
2/17/2023 0:54,02/15/2023 11:00 pm - 02/16/2023 11:00 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230194,Closed
2/17/2023 0:54,,Muir Hall,VANDALISM - Malicious Mischief report,23-02-17-002220,230194,REPORT TAKEN
2/17/2023 0:27,,Administration,ALARM - Burglary Alarm,23-02-17-002219,,CALLED PRIOR
2/17/2023 0:22,,Pcv Huasna,ALARM - Elevator Emergency/Alarm,23-02-17-002223,,COMPLETED- NO REPORT
2/16/2023 23:46,,Sequoia Hall,CITIZEN ASSIST - Check The Welfare,23-02-16-002218,,COMPLETED- NO REPORT
2/16/2023 23:17,02/16/2023 11:17 pm - 02/17/2023 12:39 am,Architecture & Environmental Design,OFFENSE AGAINST PUBLIC JUSTICE - OBSTRUCT/RESIST/ETC PUBLIC/PEACE OFFICER // DOCUMENTATION - ORDERED TO LEAVE CAMPUS ADVISEMENT,,230193,Forwarded for Prosecution
2/16/2023 23:17,,Architecture & Environmental Design,CITIZEN ASSIST - Check The Welfare,23-02-16-002216,230193,REPORT TAKEN
2/16/2023 23:16,,Santa Lucia Hall,ALARM - Fire Alarm,23-02-16-002215,,SECURE/UNKNOWN
2/16/2023 23:00,02/15/2023 10:30 pm - 02/16/2023 11:00 pm,Yosemite Tower 7,VANDALISM - Vandalism - Less Than $400,,230192,Closed
2/16/2023 23:00,,Yosemite Tower 7,VANDALISM - Malicious Mischief report,23-02-16-002214,230192,
2/16/2023 22:59,,South Perimeter Road,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-16-002213,,COMPLETED- NO REPORT
2/16/2023 22:06,,Pcv Corralitos,ALARM - Fire Alarm,23-02-16-002212,,False/Cooking related
2/16/2023 21:37,,California Boulevard,PATROL ACTIVITY - Foot Patrol,23-02-16-002210,,IN SERVICE
2/16/2023 18:21,,Pump House 1,ALARM - Equipment Alarm,23-02-16-002206,,False/Mechanical
2/16/2023 17:31,,Pcv Huasna,ALARM - Elevator Emergency/Alarm,23-02-16-002203,,UNFOUNDED
2/16/2023 16:09,,Cal Poly Police Department,CITIZEN ASSIST - Public Assist (specify),23-02-16-002202,,COMPLETED- NO REPORT
2/16/2023 14:56,,Cerro Vista  Islay,ALARM - Fire Alarm,23-02-16-002200,,False/Cooking related
2/16/2023 14:01,,Off Campus - Santa Rosa N\o Highland,CITIZEN ASSIST - Public Assist (specify),23-02-16-002199,,TURNED OVER TO CHP
2/16/2023 11:13,,Agriculture Sciences Area,DISPATCH - 911 Unknown/Abandoned or Hangup,23-02-16-002198,,COMPLETED- NO REPORT
2/16/2023 8:12,,South Perimeter Road,PARKING - Meter Malfunction,23-02-16-002194,,TURNED OVER TO TAPS
2/16/2023 0:56,,Yak?ityutyu - D,LARCENY-THEFT - Theft Report,23-02-16-002186,,COMPLETED- NO REPORT
2/16/2023 0:24,,Julian A. Mcphee University Union,CITIZEN ASSIST - Citizen Contact,23-02-16-002185,230191,626.6 PC ADVISEMENT
2/16/2023 0:22,,Julian A. Mcphee University Union Area,PATROL ACTIVITY - Patrol Check,23-02-16-002184,,IN SERVICE
2/15/2023 21:18,,Poly Canyon Village Area,PATROL ACTIVITY - Foot Patrol,23-02-15-002180,,IN SERVICE
2/15/2023 21:10,,Pcv Buena Vista,ALARM - Fire Alarm,23-02-15-002179,,False/Cooking related
2/15/2023 20:58,,Ytt Parking Structure,PATROL ACTIVITY - Patrol Check,23-02-15-002176,,IN SERVICE
2/15/2023 20:58,,Graphic Arts,CITIZEN ASSIST - Escort,23-02-15-002177,,IN SERVICE
